Age, Workclass,Education,Education Number,Marital Status,Occupation,Relationship,Race,Sex,Hours Per Week,Native Country,isGreater
20, Private, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,40, United-States, false
49, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,40, United-States, false
70, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,28, United-States, false
46, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,35, United-States, false
47, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,30, United-States, true
35, Private,9th,5, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, false
24, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, false
22, ?, Some-college,10, Never-married, ?, Not-in-family, White, Male,40, United-States, false
43, Private, Bachelors,13, Divorced, Other-service, Not-in-family, White, Female,35, United-States, false
60, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, ?, true
53, Private,11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,48, United-States, true
47, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States, false
34, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, false
37, Private, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,40, United-States, false
35, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,30, United-States, false
23, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, false
27, ?, HS-grad,9, Married-civ-spouse, ?, Own-child, White, Female,15, United-States, false
29, Private, HS-grad,9, Never-married, Transport-moving, Other-relative, White, Male,50, United-States, false
23, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, false
35, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,35, United-States, false
18, ?, HS-grad,9, Never-married, ?, Own-child, White, Female,12, United-States, false
27, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, false
56, ?, Some-college,10, Divorced, ?, Not-in-family, White, Female,20, United-States, false
40, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,70, United-States, false
31, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,65, United-States, false
18, Private, Some-college,10, Never-married, Sales, Unmarried, White, Male,40, United-States, false
25, Private, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, false
36, Private, Some-college,10, Never-married, Protective-serv, Unmarried, Black, Female,40, United-States, false
38, Private,10th,6, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, false
52, Private, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Male,40, United-States, false
23, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Male,35, Mexico, false
48, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,30, United-States, true
34, ?, HS-grad,9, Never-married, ?, Unmarried, Black, Female,35, United-States, false
46, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, true
26, Private, HS-grad,9, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,40, United-States, false
47, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, false
21, ?, Some-college,10, Never-married, ?, Own-child, White, Female,3, United-States, false
65, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,40, United-States, false
31, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States, false
38, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States, true
68, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, false
26, Private, Bachelors,13, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,40, Hong, false
42, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,40, United-States, false
49, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
42, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,40, Philippines, true
39, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,65, United-States, true
31, Self-emp-not-inc,9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
28, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,20, United-States, false
36, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,50, United-States, false
42, State-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States, true
62, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, false
21, Private, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,24, United-States, false
21, Private, Some-college,10, Never-married, Adm-clerical, Own-child, Other, Female,20, Cuba, false
60, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,40, United-States, false
22, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,25, United-States, false
30, Private,10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
64, Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,40, United-States, false
28, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,28, United-States, true
41, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
25, Private, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,40, United-States, false
27, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, false
40, Private, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,44, United-States, false
58, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, true
31, Private, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,99, United-States, false
50, Local-gov, HS-grad,9, Widowed, Transport-moving, Unmarried, White, Female,40, United-States, false
27, Private, HS-grad,9, Separated, Handlers-cleaners, Unmarried, White, Male,40, United-States, false
31, ?, HS-grad,9, Never-married, ?, Own-child, Amer-Indian-Eskimo, Male,40, United-States, false
50, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, false
45, Private, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,40, United-States, true
33, Private,12th,8, Never-married, Protective-serv, Own-child, Black, Male,40, United-States, false
62, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,40, United-States, false
38, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Poland, false
19, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,35, United-States, false
30, Private,11th,7, Married-civ-spouse, Other-service, Wife, Black, Female,30, United-States, false
38, Private, Some-college,10, Divorced, Sales, Own-child, White, Female,25, United-States, false
42, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,99, United-States, true
49, Self-emp-inc, Some-college,10, Divorced, Sales, Not-in-family, White, Male,25, United-States, false
53, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, true
45, Local-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Mexico, true
24, Private, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States, false
29, Private, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,35, United-States, false
24, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,30, United-States, false
38, Federal-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, ?, true
25, Self-emp-inc, Assoc-voc,11, Never-married, Transport-moving, Unmarried, White, Male,55, United-States, false
51, State-gov,10th,6, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,40, United-States, false
17, ?,11th,7, Never-married, ?, Own-child, White, Female,20, United-States, false
19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,8, United-States, false
38, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,52, United-States, true
60, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,40, United-States, false
29, Self-emp-not-inc, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,40, United-States, false
66, ?, Some-college,10, Widowed, ?, Unmarried, Black, Female,40, United-States, false
28, Federal-gov,10th,6, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,40, United-States, false
36, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, Ecuador, true
57, ?, HS-grad,9, Married-civ-spouse, ?, Husband, Other, Male,5, Columbia, false
24, Private, Assoc-acdm,12, Never-married, Craft-repair, Own-child, White, Male,40, United-States, false
43, Private, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,38, United-States, false
29, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States, true
67, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,25, United-States, true
20, Private, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,40, United-States, false
21, Private, Some-college,10, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,20, United-States, false
20, Private,10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, false
42, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, true
20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,10, United-States, false
19, Local-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,35, United-States, false
34, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, false
40, Local-gov, Bachelors,13, Never-married, Prof-specialty, Unmarried, White, Female,45, United-States, false
33, Private, Some-college,10, Separated, Other-service, Unmarried, Black, Female,25, United-States, false
36, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Female,37, United-States, false
43, Private, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male,70, United-States, true
41, Local-gov, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,40, United-States, false
34, State-gov, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, true
33, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, Other, Male,40, Japan, true
47, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, false
41, Private,1st-4th,2, Married-civ-spouse, Sales, Husband, White, Male,50, Mexico, false
40, Private, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,40, United-States, true
28, Private, Bachelors,13, Never-married, Craft-repair, Own-child, Black, Male,40, United-States, false
62, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,90, United-States, true
29, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,50, United-States, false
46, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, false
28, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,60, United-States, false
57, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, false
22, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,40, United-States, false
28, Local-gov, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, false
24, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,45, United-States, false
54, Self-emp-not-inc, Bachelors,13, Divorced, Farming-fishing, Not-in-family, White, Male,50, United-States, true
22, Private,11th,7, Separated, Craft-repair, Not-in-family, White, Male,40, United-States, false
36, State-gov, Bachelors,13, Never-married, Protective-serv, Unmarried, Black, Female,40, United-States, false
50, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, false
18, Private,11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,24, United-States, false
52, State-gov, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, true
41, Private,7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male,40, ?, false
21, ?, HS-grad,9, Never-married, ?, Not-in-family, White, Female,20, United-States, false
36, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,40, United-States, false
34, Self-emp-not-inc, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,55, United-States, true
21, Private, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,40, United-States, false
46, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, false
57, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,40, United-States, false
61, Local-gov, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female,25, United-States, false
22, State-gov, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,25, United-States, false
33, ?,11th,7, Divorced, ?, Own-child, White, Male,53, United-States, false
36, State-gov, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,50, United-States, true
43, Local-gov, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States, false
25, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,37, India, true
17, Private,10th,6, Never-married, Priv-house-serv, Other-relative, White, Male,30, United-States, false
45, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,38, United-States, true
30, Private, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,80, United-States, false
40, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,35, United-States, false
31, Local-gov, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,45, United-States, false
42, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, true
53, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
37, Private,1st-4th,2, Married-civ-spouse, Transport-moving, Husband, White, Male,40, Cuba, false
37, State-gov, HS-grad,9, Married-spouse-absent, Other-service, Unmarried, White, Female,20, United-States, false
54, Private, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,40, United-States, true
36, Private, HS-grad,9, Divorced, Other-service, Own-child, White, Female,30, United-States, false
46, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, false
46, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,48, United-States, false
32, Private,9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, false
17, Private,11th,7, Never-married, Craft-repair, Own-child, White, Male,40, United-States, false
42, State-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Male,40, United-States, false
37, Local-gov, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, false
29, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,48, United-States, false
54, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, true
38, Private,12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,48, United-States, false
46, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, false
24, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, false
57, Private,1st-4th,2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, Portugal, false
59, Private,1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, false
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, true
35, Private, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,40, United-States, false
53, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, false
26, Private, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,40, United-States, false
55, Self-emp-not-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, false
46, Private, HS-grad,9, Separated, Other-service, Not-in-family, Black, Female,45, Jamaica, false
44, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,38, United-States, true
30, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,60, Germany, false
24, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,24, United-States, false
32, Private,10th,6, Married-spouse-absent, Other-service, Not-in-family, Black, Female,37, United-States, false
35, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,40, United-States, false
67, Private, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,30, United-States, true
56, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,20, United-States, true
26, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,20, India, false
46, Private, Assoc-acdm,12, Widowed, Tech-support, Unmarried, White, Female,40, United-States, false
52, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,48, United-States, true
38, Self-emp-not-inc, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, false
31, Private, HS-grad,9, Divorced, Sales, Unmarried, Black, Male,50, United-States, false
53, Private, HS-grad,9, Separated, Transport-moving, Not-in-family, White, Male,30, United-States, false
27, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,40, United-States, false
39, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, false
22, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, false
37, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States, true
20, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,30, Nicaragua, false
60, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, false
51, Private, Assoc-voc,11, Divorced, Tech-support, Unmarried, Black, Female,48, United-States, false
57, Federal-gov, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female,50, United-States, true
59, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
35, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,40, United-States, false
43, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,72, United-States, true
17, Private,12th,8, Never-married, Other-service, Own-child, White, Male,35, United-States, false
45, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, true
18, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,40, United-States, false
52, Private,12th,8, Separated, Machine-op-inspct, Other-relative, White, Female,40, Cuba, false
18, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,9, United-States, false
20, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, Black, Male,40, Germany, false
34, Private, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,40, United-States, false
19, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Female,20, United-States, false
18, ?,12th,8, Never-married, ?, Own-child, White, Female,12, United-States, false
17, Local-gov,9th,5, Never-married, Other-service, Own-child, White, Male,45, United-States, false
30, Federal-gov, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,35, United-States, false
29, Private, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Female,45, United-States, false
30, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,50, United-States, true
18, Private,9th,5, Never-married, Other-service, Own-child, White, Male,15, ?, false
50, State-gov, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Black, Female,37, United-States, false
22, Private, HS-grad,9, Never-married, Sales, Other-relative, White, Male,40, United-States, false
21, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,35, United-States, false
39, Self-emp-not-inc,9th,5, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,40, Cuba, false
20, Private, Some-college,10, Never-married, Other-service, Other-relative, White, Female,25, United-States, false
62, Private, Assoc-acdm,12, Widowed, Other-service, Not-in-family, White, Female,7, United-States, false
32, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,38, United-States, false
38, Private, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, true
32, Private, Some-college,10, Separated, Tech-support, Unmarried, Black, Female,40, United-States, false
55, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, false
38, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,70, United-States, true
34, Private,11th,7, Never-married, Other-service, Not-in-family, White, Male,30, United-States, false
28, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,20, United-States, false
26, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,37, United-States, false
41, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, false
61, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, true
75, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, false
21, Private, Assoc-voc,11, Married-civ-spouse, Other-service, Other-relative, White, Female,50, Mexico, false
50, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, true
49, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, ?, true
26, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,65, United-States, false
39, Private,7th-8th,4, Never-married, Other-service, Own-child, White, Male,40, Mexico, false
24, Self-emp-not-inc, Some-college,10, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,40, United-States, false
56, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,18, United-States, false
17, Private,11th,7, Never-married, Other-service, Own-child, Black, Male,17, United-States, false
37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,52, United-States, true
23, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,30, United-States, false
28, ?, HS-grad,9, Never-married, ?, Not-in-family, Black, Female,40, United-States, false
57, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States, false
42, Local-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,45, United-States, true
25, Private, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,40, United-States, false
22, Private, Bachelors,13, Never-married, Farming-fishing, Not-in-family, White, Male,20, United-States, false
39, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States, false
54, Private,11th,7, Married-civ-spouse, Other-service, Wife, Black, Female,40, United-States, true
41, Self-emp-inc, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,50, United-States, false
43, Federal-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,40, United-States, false
19, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female,40, United-States, false
35, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, false
34, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, Philippines, true
19, Private, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,30, United-States, false
33, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States, false
33, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,52, United-States, false
49, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,65, United-States, true
31, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,50, United-States, false
69, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,13, United-States, false
41, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,60, United-States, true
24, Private, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Other, Female,40, United-States, false
45, State-gov, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,38, United-States, true
63, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, true
75, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,16, United-States, false
34, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Male,40, United-States, false
69, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,50, United-States, true
33, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, false
44, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,43, United-States, false
45, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
18, Private,11th,7, Never-married, Sales, Own-child, White, Female,20, United-States, false
48, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,52, United-States, false
43, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
26, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,60, United-States, true
35, Private, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,50, United-States, false
34, Private, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,40, United-States, false
48, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,70, United-States, true
54, Local-gov, HS-grad,9, Widowed, Other-service, Unmarried, Black, Female,40, United-States, false
57, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, false
21, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,60, United-States, false
28, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,55, United-States, false
51, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Canada, true
34, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,53, United-States, true
41, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,45, United-States, true
21, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,27, United-States, false
26, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,58, United-States, true
66, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,40, United-States, false
40, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,45, Hong, true
48, Private, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, false
44, ?, Bachelors,13, Divorced, ?, Not-in-family, White, Male,50, United-States, false
41, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, false
41, Private, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,60, United-States, true
55, Local-gov, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, United-States, true
43, Private, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,40, United-States, true
51, Private, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,50, Germany, true
31, Private,11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
30, Self-emp-not-inc, Bachelors,13, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,60, United-States, false
51, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, false
31, Local-gov, HS-grad,9, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,40, United-States, false
18, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,37, United-States, false
60, Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States, false
